Order Priority,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Region,State or Province,City,Order Date,Ship Date,Quantity,Order ID,SalesAmountWithoutShipping,SalesAmountWithShipping
Critical,12.58,5.16,2570,Yvonne Stephens,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,"DAX Copper Panel Document Frame, 5 x 7 Size",West,California,Davis,2010-10-25,2010-10-25,18,90327,226.44,231.6
Critical,7.7,3.68,2570,Yvonne Stephens,Regular Air,Consumer,Furniture,Office Furnishings,Wrap Bag,Deflect-O® Glasstique™ Clear Desk Accessories,West,California,Davis,2010-10-25,2010-10-26,7,90327,53.9,57.58
Medium,2.88,1.49,2570,Yvonne Stephens,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Avery Durable Binders,West,California,Davis,2013-09-14,2013-09-16,17,90332,48.96,50.45
Critical,500.98,56.0,2571,Rosemary O'Brien,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Global Troy™ Executive Leather Low-Back Tilter,East,New York,New York City,2010-10-25,2010-10-26,56,50656,28054.88,28110.88
Critical,7.7,3.68,2571,Rosemary O'Brien,Regular Air,Consumer,Furniture,Office Furnishings,Wrap Bag,Deflect-O® Glasstique™ Clear Desk Accessories,East,New York,New York City,2010-10-25,2010-10-26,27,50656,207.9,211.58
Critical,4.98,4.86,2571,Rosemary O'Brien,Express Air,Consumer,Office Supplies,Paper,Small Box,Xerox 190,East,New York,New York City,2011-02-22,2011-02-23,1,37606,4.98,9.84
Critical,3.5700000000000003,4.17,2571,Rosemary O'Brien,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Small Pack,Barrel Sharpener,East,New York,New York City,2011-02-22,2011-02-24,41,37606,146.37,150.54
Critical,3.2800000000000002,3.9699999999999998,2571,Rosemary O'Brien,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 342,East,New York,New York City,2011-02-22,2011-02-24,21,37606,68.88000000000001,72.85000000000001
High,599.99,24.49,2571,Rosemary O'Brien,Regular Air,Consumer,Technology,Copiers and Fax,Large Box,Canon PC1080F Personal Copier,East,New York,New York City,2011-11-22,2011-11-23,85,27047,50999.15,51023.64
High,4.28,6.72,2571,Rosemary O'Brien,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1927,East,New York,New York City,2011-11-22,2011-11-23,129,27047,552.12,558.84
High,4.98,8.33,2571,Rosemary O'Brien,Express Air,Consumer,Office Supplies,Paper,Small Box,Xerox 198,East,New York,New York City,2012-03-31,2012-01-04,10,28807,49.800000000000004,58.13
Critical,16.91,6.25,2571,Rosemary O'Brien,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",East,New York,New York City,2012-06-22,2012-06-23,48,11425,811.6800000000001,817.9300000000001
Critical,155.99,8.99,2571,Rosemary O'Brien,Express Air,Consumer,Technology,Telephones and Communication,Small Box,CF 688,East,New York,New York City,2012-06-22,2012-06-24,38,11425,5927.620000000001,5936.610000000001
Medium,2.88,1.49,2571,Rosemary O'Brien,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Avery Durable Binders,East,New York,New York City,2013-09-14,2013-09-16,67,42054,192.95999999999998,194.45
Critical,4.37,5.15,2571,Rosemary O'Brien,Regular Air,Consumer,Office Supplies,Appliances,Small Box,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",East,New York,New York City,2013-10-25,2013-10-27,88,50656,384.56,389.71
Critical,12.58,5.16,2571,Rosemary O'Brien,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,"DAX Copper Panel Document Frame, 5 x 7 Size",East,New York,New York City,2013-10-25,2013-10-25,82,50656,1031.56,1036.72
High,599.99,24.49,2572,Shirley Meadows,Regular Air,Consumer,Technology,Copiers and Fax,Large Box,Canon PC1080F Personal Copier,Central,Texas,Corsicana,2011-11-22,2011-11-23,21,90329,12599.79,12624.28
High,4.28,6.72,2572,Shirley Meadows,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1927,Central,Texas,Corsicana,2011-11-22,2011-11-23,32,90329,136.96,143.68
Critical,16.91,6.25,2572,Shirley Meadows,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Central,Texas,Corsicana,2012-06-22,2012-06-23,12,90331,202.92000000000002,209.17000000000002
Critical,155.99,8.99,2572,Shirley Meadows,Express Air,Consumer,Technology,Telephones and Communication,Small Box,CF 688,Central,Texas,Corsicana,2012-06-22,2012-06-24,9,90331,1403.91,1412.9
Medium,363.25,19.99,2574,William McDonald,Express Air,Consumer,Office Supplies,Appliances,Small Box,Hoover WindTunnel™ Plus Canister Vacuum,South,Alabama,Mobile,2012-09-01,2012-10-01,10,90094,3632.5,3652.49
High,1.98,4.77,2574,William McDonald,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Avery Reinforcements for Hole-Punch Pages,South,Alabama,Mobile,2012-12-24,2012-12-25,6,90096,11.879999999999999,16.65
Critical,65.99,8.99,2574,William McDonald,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,V 3600 Series,South,Alabama,Mobile,2013-03-30,2013-01-04,3,90097,197.96999999999997,206.95999999999998
Critical,73.98,4.0,2574,William McDonald,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Keytronic 105-Key Spanish Keyboard,South,Alabama,Mobile,2013-08-22,2013-08-23,22,90098,1627.5600000000002,1631.5600000000002
High,2.08,5.33,2575,Brandon Moser,Express Air,Consumer,Furniture,Office Furnishings,Small Box,Eldon® Wave Desk Accessories,South,Alabama,Montgomery,2012-11-21,2012-11-23,34,90095,70.72,76.05
High,152.48,6.5,2577,Alfred Burton,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Adesso Programmable 142-Key Keyboard,South,Alabama,Montgomery,2011-08-23,2011-08-25,22,88300,3354.56,3361.06
Not Specified,5.18,5.74,2577,Alfred Burton,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones Impact Binders,South,Alabama,Montgomery,2011-09-09,2011-10-09,14,88302,72.52,78.25999999999999
Not Specified,8.67,3.5,2577,Alfred Burton,Regular Air,Home Office,Office Supplies,Appliances,Small Box,Staples 4 Outlet Surge Protector,South,Alabama,Montgomery,2012-03-18,2012-03-19,12,88304,104.03999999999999,107.53999999999999
Not Specified,73.98,4.0,2577,Alfred Burton,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Keytronic French Keyboard,South,Alabama,Montgomery,2012-03-18,2012-03-20,6,88304,443.88,447.88
Not Specified,30.93,3.92,2577,Alfred Burton,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",South,Alabama,Montgomery,2012-03-18,2012-03-20,4,88304,123.72,127.64
Not Specified,90.97,14.0,2577,Alfred Burton,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Lexmark Z54se Color Inkjet Printer,South,Alabama,Montgomery,2012-03-18,2012-03-18,5,88304,454.85,468.85
Low,8.6,6.19,2578,Kent Gill,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Printable Repositionable Plastic Tabs,South,Alabama,Opelika,2010-02-11,2010-04-11,5,88298,43.0,49.19
Low,3.58,1.63,2578,Kent Gill,Regular Air,Home Office,Office Supplies,Rubber Bands,Wrap Bag,"OIC Colored Binder Clips, Assorted Sizes",South,Alabama,Opelika,2010-02-11,2010-06-11,26,88298,93.08,94.71
Low,105.49,41.64,2578,Kent Gill,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Balt Solid Wood Rectangular Table,South,Alabama,Opelika,2010-02-11,2010-09-11,34,88298,3586.66,3628.2999999999997
Not Specified,12.21,4.8100000000000005,2578,Kent Gill,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Portable Personal File Box,South,Alabama,Opelika,2011-02-25,2011-02-27,8,88299,97.68,102.49000000000001
Not Specified,120.98,58.64,2578,Kent Gill,Delivery Truck,Home Office,Furniture,Bookcases,Jumbo Box,O'Sullivan Living Dimensions 2-Shelf Bookcases,South,Alabama,Opelika,2011-09-09,2011-12-09,16,88302,1935.68,1994.3200000000002
Not Specified,6.3,0.5,2578,Kent Gill,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 48,South,Alabama,Opelika,2011-09-09,2011-11-09,4,88302,25.2,25.7
High,212.6,52.2,2579,Marshall Sutherland,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Bush Advantage Collection® Round Conference Table,South,Alabama,Phenix City,2010-03-01,2010-04-01,1,88296,212.6,264.8
Medium,1.76,4.86,2579,Marshall Sutherland,Regular Air,Home Office,Furniture,Office Furnishings,Small Box,Regeneration Desk Collection,South,Alabama,Phenix City,2010-07-17,2010-07-17,15,88297,26.4,31.259999999999998
Low,55.99,5.0,2579,Marshall Sutherland,Regular Air,Home Office,Technology,Telephones and Communication,Small Pack,Accessory36,South,Alabama,Phenix City,2011-01-12,2011-08-12,16,88303,895.84,900.84
High,5.58,2.99,2579,Marshall Sutherland,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Heavy-Duty EZD ™ Binder With Locking Rings,South,Alabama,Phenix City,2013-03-01,2013-04-01,8,88305,44.64,47.63
Critical,37.94,5.08,2579,Marshall Sutherland,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",South,Alabama,Phenix City,2013-04-06,2013-06-06,6,88308,227.64,232.72
Not Specified,77.51,4.0,2579,Marshall Sutherland,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Micro Innovations Media Access Pro Keyboard,South,Alabama,Phenix City,2013-12-07,2013-07-14,1,88309,77.51,81.51
Low,195.99,4.2,2579,Marshall Sutherland,Express Air,Home Office,Technology,Telephones and Communication,Small Box,688,South,Alabama,Phenix City,2013-09-19,2013-09-23,3,88311,587.97,592.1700000000001
High,2.52,4.28,2579,Marshall Sutherland,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,"Binney & Smith inkTank™ Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",South,Alabama,Phenix City,2013-10-11,2013-12-11,1,88313,2.52,6.800000000000001
High,41.71,4.5,2580,Erica Riddle,Regular Air,Home Office,Office Supplies,Appliances,Small Box,Fellowes 8 Outlet Superior Workstation Surge Protector,South,Alabama,Prattville,2013-05-26,2013-05-28,16,88307,667.36,671.86
High,5.34,2.99,2580,Erica Riddle,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,South,Alabama,Prattville,2013-05-26,2013-05-27,4,88307,21.36,24.35
Medium,4.82,5.24,2580,Erica Riddle,Express Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones Turn Tabs Binder Tool for Ring Binders,South,Alabama,Prattville,2013-09-18,2013-09-19,7,88310,33.74,38.980000000000004
Medium,100.97,7.18,2580,Erica Riddle,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Gyration Ultra Cordless Optical Suite,South,Alabama,Prattville,2013-09-18,2013-09-19,15,88310,1514.55,1521.73
Medium,3.98,2.9699999999999998,2580,Erica Riddle,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,Unpadded Memo Slips,South,Alabama,Prattville,2013-09-18,2013-09-18,2,88310,7.96,10.93
Critical,18.97,9.54,2580,Erica Riddle,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1939,South,Alabama,Prattville,2013-10-28,2013-10-30,23,88312,436.30999999999995,445.84999999999997
Critical,4.0,1.3,2581,Jean Frazier,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,EcoTones® Memo Sheets,South,Alabama,Tuscaloosa,2011-07-09,2011-08-09,16,88301,64.0,65.3
Critical,12.88,4.59,2581,Jean Frazier,Regular Air,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,Martin-Yale Premier Letter Opener,South,Alabama,Tuscaloosa,2011-07-09,2011-08-09,16,88301,206.08,210.67000000000002
Critical,7.77,9.23,2581,Jean Frazier,Regular Air,Home Office,Office Supplies,Appliances,Small Box,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,South,Alabama,Tuscaloosa,2013-06-01,2013-07-01,3,88306,23.31,32.54
Critical,363.25,19.99,2581,Jean Frazier,Regular Air,Home Office,Office Supplies,Appliances,Small Box,Hoover WindTunnel™ Plus Canister Vacuum,South,Alabama,Tuscaloosa,2013-06-01,2013-08-01,4,88306,1453.0,1472.99
Medium,510.14,14.7,2583,Wendy Pridgen Pearce,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Okidata ML520 Series Dot Matrix Printers,Central,Michigan,Holland,2010-07-12,2010-09-12,3,89657,1530.42,1545.1200000000001
Medium,4.76,3.01,2583,Wendy Pridgen Pearce,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,"TOPS Voice Message Log Book, Flash Format",Central,Michigan,Holland,2010-07-12,2010-09-12,23,89657,109.47999999999999,112.49
Critical,6.3,0.5,2584,Seth Matthews,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 48,Central,Michigan,Inkster,2010-09-12,2010-11-12,15,89658,94.5,95.0
Low,35.41,1.99,2584,Seth Matthews,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,Imation DVD-RAM discs,Central,Michigan,Inkster,2011-08-26,2011-08-28,2,89659,70.82,72.80999999999999
Not Specified,15.04,1.97,2584,Seth Matthews,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,White GlueTop Scratch Pads,Central,Michigan,Inkster,2012-06-16,2012-06-16,2,89661,30.08,32.05
Critical,19.98,4.0,2584,Seth Matthews,Express Air,Home Office,Technology,Computer Peripherals,Small Box,Belkin 105-Key Black Keyboard,Central,Michigan,Inkster,2012-07-11,2012-09-11,15,89662,299.7,303.7
Critical,34.76,8.22,2584,Seth Matthews,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Central,Michigan,Inkster,2012-07-11,2012-09-11,39,89662,1355.6399999999999,1363.86
Low,37.94,5.08,2585,Max Gonzalez,Express Air,Home Office,Office Supplies,Paper,Wrap Bag,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Central,Michigan,Jackson,2011-12-10,2011-10-16,10,89660,379.4,384.47999999999996
Low,85.99,2.79,2585,Max Gonzalez,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,6340,Central,Michigan,Jackson,2011-12-10,2011-10-19,12,89660,1031.8799999999999,1034.6699999999998
High,4.89,4.93,2585,Max Gonzalez,Express Air,Home Office,Technology,Computer Peripherals,Small Pack,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Central,Michigan,Jackson,2013-03-17,2013-03-18,3,89663,14.669999999999998,19.599999999999998
Medium,6.48,6.57,2587,Eugene H Walsh,Express Air,Home Office,Office Supplies,Paper,Small Box,Xerox 20,Central,Wisconsin,Manitowoc,2010-08-28,2010-08-29,18,91166,116.64000000000001,123.21000000000001
Not Specified,22.72,8.99,2587,Eugene H Walsh,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Central,Wisconsin,Manitowoc,2010-12-26,2010-12-26,12,91167,272.64,281.63
Critical,39.06,10.55,2587,Eugene H Walsh,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Recycled Linen-Style Covers,Central,Wisconsin,Manitowoc,2011-09-02,2011-11-02,4,91168,156.24,166.79000000000002
Medium,113.98,30.0,2587,Eugene H Walsh,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Hon Comfortask® Task/Swivel Chairs,Central,Wisconsin,Manitowoc,2012-01-29,2012-01-30,3,91169,341.94,371.94
Medium,152.48,6.5,2588,Diane Flynn,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Adesso Programmable 142-Key Keyboard,Central,Wisconsin,Menomonee Falls,2012-12-20,2012-12-21,14,91170,2134.72,2141.22
Medium,31.11,3.6,2588,Diane Flynn,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,"Imation 3.5"" Diskettes, IBM Format, DS/HD, 10/Box, Neon",Central,Wisconsin,Menomonee Falls,2013-09-04,2013-10-04,12,91171,373.32,376.92
Not Specified,120.97,7.11,2588,Diane Flynn,Regular Air,Home Office,Technology,Office Machines,Medium Box,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,Central,Wisconsin,Menomonee Falls,2013-09-21,2013-09-24,6,91172,725.8199999999999,732.93
Not Specified,146.34,43.75,2588,Diane Flynn,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Bevis Round Conference Table Top & Single Column Base,Central,Wisconsin,Menomonee Falls,2013-09-21,2013-09-23,13,91172,1902.42,1946.17
Medium,4.98,4.7,2589,Paige Sherman,Regular Air,Home Office,Office Supplies,Paper,Small Box,Staples Copy Paper (20Lb. and 84 Bright),Central,Wisconsin,Milwaukee,2012-12-20,2012-12-22,3,91170,14.940000000000001,19.64
Medium,3.58,5.47,2589,Paige Sherman,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Poly Binder Pockets,Central,Wisconsin,Milwaukee,2013-06-12,2013-07-12,19,91173,68.02,73.49
Low,4.73,1.52,2591,Maureen McCoy,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",South,Florida,Winter Springs,2013-10-23,2013-10-23,16,87783,75.68,77.2
Low,7.1,6.05,2592,Sam Maynard,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"Wilson Jones Hanging View Binder, White, 1""",South,Georgia,Albany,2011-02-27,2011-02-27,5,87776,35.5,41.55
Critical,4.48,49.0,2592,Sam Maynard,Regular Air,Corporate,Office Supplies,Appliances,Large Box,Hoover Portapower™ Portable Vacuum,South,Georgia,Albany,2011-12-10,2011-10-14,4,87778,17.92,66.92
Critical,20.95,5.99,2592,Sam Maynard,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,"Fellowes Basic 104-Key Keyboard, Platinum",South,Georgia,Albany,2011-12-10,2011-10-13,18,87778,377.09999999999997,383.09
Low,419.19,19.99,2593,Anne Schultz,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Smead Adjustable Mobile File Trolley with Lockable Top,South,Georgia,Athens,2010-04-17,2010-04-17,10,87772,4191.9,4211.889999999999
Low,85.99,0.99,2593,Anne Schultz,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,Accessory4,South,Georgia,Athens,2010-12-09,2010-09-17,2,87773,171.98,172.97
High,5.8,5.59,2593,Anne Schultz,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,South,Georgia,Athens,2011-01-16,2011-01-17,7,87774,40.6,46.19
High,10.35,0.99,2593,Anne Schultz,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 503,South,Georgia,Athens,2011-01-16,2011-01-17,3,87774,31.049999999999997,32.04
Not Specified,19.04,6.38,2593,Anne Schultz,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,"Eldon Expressions™ Desk Accessory, Wood Photo Frame, Mahogany",South,Georgia,Athens,2011-04-02,2011-05-02,6,87775,114.24,120.61999999999999
Not Specified,59.76,9.71,2593,Anne Schultz,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",South,Georgia,Athens,2011-04-02,2011-05-02,7,87775,418.32,428.03
Critical,2.6,2.4,2593,Anne Schultz,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,12 Colored Short Pencils,South,Georgia,Athens,2012-04-17,2012-04-19,2,87779,5.2,7.6
High,4.49,1.49,2593,Anne Schultz,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Avery Non-Stick Binders,South,Georgia,Athens,2012-05-26,2012-05-27,6,87780,26.94,28.43
Not Specified,30.98,5.76,2593,Anne Schultz,Regular Air,Corporate,Office Supplies,Paper,Small Box,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",South,Georgia,Athens,2012-12-28,2012-12-30,16,87781,495.68,501.44
Low,6.68,7.3,2593,Anne Schultz,Express Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1959,South,Georgia,Athens,2013-10-16,2013-10-21,17,87782,113.56,120.86
